,name,Action,Adventure,Casual,Horror,Multiplayer,Racing,RPG,Simulation,Sport,Strategy,firstReleaseDate,earlyAccess,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamUrl
12351,Shadows of Eldham,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2024-06-03,False,1,2.99,2.0,2.728160115318463,100,Hobbyist,VeryTired,VeryTired,https://store.steampowered.com/app/2960980
12352,Shadows of Souls,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-03-21,False,1,3.99,3.0,0.0,0,Hobbyist,AyfjayGames,AyfjayGames,https://store.steampowered.com/app/2826070
12353,Shadows of Taumiel,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-22,False,99,9.99,890.0,2.925215689592456,71,Hobbyist,Doncokepon Games,Doncokepon Games,https://store.steampowered.com/app/2020790
12354,Shadows of Truth VR,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-12-02,False,15,9.99,134.0,3.3119757337616043,100,Hobbyist,Irusu Studios,Irusu Studios,https://store.steampowered.com/app/3328500
12355,Shadows of the Damned: Hella Remastered,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30,False,6546,24.99,147226.0,8.836740210426106,90,Indie,GRASSHOPPER MANUFACTURE INC.,GRASSHOPPER MANUFACTURE INC.,https://store.steampowered.com/app/2535440
12356,Shady Knight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-09,False,10213,19.99,160286.0,12.3874570991406,95,Indie,Alexey 'cptnsigh',Alexey 'cptnsigh',https://store.steampowered.com/app/1155650
12357,Shahmaran,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-11,False,35,2.99,74.0,0.6756788641209761,100,Hobbyist,AnkA Interactive,AnkA Interactive,https://store.steampowered.com/app/3061480
12358,Shale,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024-08-01,True,75,12.99,639.0,0.9607185186229352,33,Indie,Dystopia Interactive,Dystopia Interactive,https://store.steampowered.com/app/2115340
12359,Shallow Blue（浅蓝计划）,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-10-03,False,68,0.0,0.0,3.0689612036376537,75,Hobbyist,TheDarkxOrlik,TheDarkxOrlik,https://store.steampowered.com/app/3207820
12360,Shallow Sea Roaming,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2024-06-29,False,308,7.99,1640.0,2.2020046041619232,60,Hobbyist,CelestialForest,CelestialForest,https://store.steampowered.com/app/2919110
12361,Shanghai Summer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-02-07,False,3757,12.99,38571.0,6.2399738423048525,93,Indie,Astrolabe Games,FUTU Studio,https://store.steampowered.com/app/1323830
12362,Shape of Dreams: Prologue,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024-11-12,False,168528,0.0,0.0,19.33124583133559,96,AA,NEOWIZ,Lizard Smoothie,https://store.steampowered.com/app/3275270
12363,ShapeHero Factory,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-11-05,True,35312,18.99,551519.0,16.76095167507777,0,Indie,"Asobism.Co.,Ltd","Asobism.Co.,Ltd",https://store.steampowered.com/app/2389040
12364,Shapik: The Quest,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-20,False,673,7.99,4413.0,4.225766268371866,94,Indie,Rapid Snail,"Paul Podberezko,Vasily Shakalov",https://store.steampowered.com/app/2015950
12365,Shard Shuffle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-01-23,False,1,2.99,2.0,0.3845833333333333,100,Hobbyist,Husk,Husk,https://store.steampowered.com/app/2742490
12366,Shards of Chaos,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-31,False,192,3.99,579.0,4.231426774842767,94,Hobbyist,Chaoticway,Chaoticway,https://store.steampowered.com/app/1725910
12367,Shards of Epoch Past,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-24,False,26,0.0,0.0,7.948579158752263,100,Hobbyist,_badger,_badger,https://store.steampowered.com/app/2955740
12368,Shards of Realm,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2024-10-01,True,1,14.99,8.0,12.491913576400288,100,Hobbyist,Yevhen Rebrakov,Yevhen Rebrakov,https://store.steampowered.com/app/3214790
12369,Shards of the Mirror,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05,False,82,0.0,0.0,3.14692137078028,83,Hobbyist,Jeognwon,Jeognwon,https://store.steampowered.com/app/3212800
12370,Shark Coin Party,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2024-07-19,False,1,4.99,4.0,4.891029626690206,100,Indie,ShaneGame,ShaneGame,https://store.steampowered.com/app/3027630
12371,Shashingo: Learn Japanese with Photography,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-02-27,False,19342,19.99,314451.0,3.338869751691333,95,Indie,Autumn Pioneer,Autumn Pioneer,https://store.steampowered.com/app/1632490
12372,Shatterbound,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-16,False,169,0.0,0.0,2.914944558113815,100,Hobbyist,Rabid Troll Studios LLC,Rabid Troll Studios LLC,https://store.steampowered.com/app/2686960
12373,"Shattered Dreams: that one time when all my applications got rejected, so I started my own company. My life became an idle / clicker game where I must increase all incremental values and squeeze my employees for every last bit of soul they have left.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-05,False,279,4.99,1021.0,5.206251410108164,72,Hobbyist,Rainy Parts,Rainy Parts,https://store.steampowered.com/app/2805530
12374,Shattered Melodies,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-06-19,False,1,6.99,6.0,0.0,0,Hobbyist,Zygobot,Ayo Games,https://store.steampowered.com/app/2989200
12375,Shattered Truth,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-09,False,15,24.99,337.0,0.0,0,Hobbyist,Nick Serebryanik,Nick Serebryanik,https://store.steampowered.com/app/3211830
12376,Shattered Void,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2024-08-07,True,2092,0.0,302.76007397146657,59.19381281201751,65,Hobbyist,yyy1505yyy,"yyy1505yyy,v645",https://store.steampowered.com/app/2940120
12377,Shawarma Legend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-07-19,False,545304,3.99,1484657.0,7.949516082168373,94,Indie,Patates Games,Eyad Alshafei,https://store.steampowered.com/app/3036080
12378,She Could Fly: Documentary Escape Game,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-11,False,100,5.99,437.0,1.6899784237509985,89,Hobbyist,Wowbagger Productions,Wowbagger Productions,https://store.steampowered.com/app/2679650
12379,She Erotic Treatment Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-10-24,False,45,9.99,249.0,0.0,0,Hobbyist,UZURA STUDIO,UZURA STUDIO,https://store.steampowered.com/app/3267980
12380,She is Home Alone,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2024-05-13,False,17,0.99,14.0,0.9361902972461796,40,Hobbyist,DHS,DHS,https://store.steampowered.com/app/2880500
12381,Sheba: A New Dawn,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-08,False,600,14.99,7621.0,5.09183424743637,67,Hobbyist,Kashkool Games,Kashkool Games,https://store.steampowered.com/app/1682820
12382,Sheep Quest,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-12-24,False,18,9.99,97.0,3.315849937777964,80,Hobbyist,Lucas Peters,Lucas Peters,https://store.steampowered.com/app/3375070
12383,Sheep's Symphony,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-30,False,822,0.0,0.0,6.102450077293028,93,Hobbyist,HGG Studio,HGG Studio,https://store.steampowered.com/app/2919290
12384,Sheepers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-08-30,False,128,0.0,0.0,5.062538137828208,86,Hobbyist,Shimagara Games,Shimagara Games,https://store.steampowered.com/app/1965090
12385,Sheepy: A Short Adventure,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-06,False,553663,0.0,714.1797882180258,2.4274716645372654,0,Hobbyist,MrSuicideSheep,MrSuicideSheep,https://store.steampowered.com/app/1568400
12386,Shelf Life,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-28,False,49,5.99,199.0,1.1627912655682606,88,Hobbyist,Bongwater Productions,Bongwater Productions,https://store.steampowered.com/app/2814000
12387,Shell Runner,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-15,True,1884,14.99,22214.0,3.651551533915663,59,Indie,indie.io,Reija,https://store.steampowered.com/app/2622280
12388,Shell of a King,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-05-03,True,99,5.99,496.0,13.318829646426863,100,Hobbyist,Rosune,Rosune,https://store.steampowered.com/app/2384130
12389,Shelley Manor,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-05,True,4071,0.0,0.0,2.9677301245996666,81,Hobbyist,ESAT,"Tiny Terrors Studio,ESAT",https://store.steampowered.com/app/2999270
12390,Shells Shooter,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-22,False,159,6.0,555.0,2.2594650628748134,100,Hobbyist,Hotality Games,Hotality Games,https://store.steampowered.com/app/3104860
12391,Shelter,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05,False,1,2.99,2.0,0.0,0,Hobbyist,9900Studio,9900Studio,https://store.steampowered.com/app/3246160
12392,Shenanigans,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-25,False,30,9.99,206.0,5.103512884615403,100,Hobbyist,"Mythos Makers,John Coday","Mythos Makers,John Coday,GardenWolf",https://store.steampowered.com/app/1936640
12393,Shenaniganza,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024-12-16,True,93,0.0,0.0,3.383478760868672,100,Hobbyist,Lord Jammacus,Lord Jammacus,https://store.steampowered.com/app/2615770
12394,Shepherds,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024-11-21,False,67,0.0,0.0,3.1008279681200506,100,Indie,USC Games,Team Sheep,https://store.steampowered.com/app/2969240
12395,SherloCAT Holmes Nonogram,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-07,False,525,4.99,1832.0,4.219056969357079,92,Hobbyist,LUDO Thinking,LUDO Thinking,https://store.steampowered.com/app/2728040
12396,Sherlock Holmes – The Hunt for Moriarty,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-07,False,15,14.99,141.0,0.0,100,Indie,Markt+Technik Verlag GmbH,Joindots Interactive GmbH,https://store.steampowered.com/app/2732230
12397,Sheryl ~The Alchemist of the Island Ruins~,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-04-19,False,15455,17.99,210182.0,11.166603335358364,83,Indie,Kagura Games,Pakkuri Paradise,https://store.steampowered.com/app/2787300
12398,Shiba Knight,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-09-10,False,25,2.99,53.0,1.2510310056558305,25,Hobbyist,New Game World,New Game World,https://store.steampowered.com/app/3164410
12399,Shield Knight,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-14,False,262,6.99,1373.0,2.462522394628168,62,Hobbyist,UnderLight,UnderLight,https://store.steampowered.com/app/2741320
12400,Shift 87,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-23,False,2005,4.99,7840.0,2.222825704085229,92,AA,Daedalic Entertainment,Pixelsplit,https://store.steampowered.com/app/2981650
12401,Shift Legacy Collection,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-08-07,False,234,4.99,950.0,3.503727236544216,100,Indie,Armor Games Studios,Antony Lavelle,https://store.steampowered.com/app/2764830
12402,Shifter,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-16,False,329,0.0,0.0,2.6228111780063705,94,Hobbyist,DigiPen Institute of Technology,Stolen Portals,https://store.steampowered.com/app/3091540
12403,Shifting Rooms,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-23,False,1,5.99,5.0,0.0,0,Hobbyist,David,David,https://store.steampowered.com/app/3270050
12404,Shiina Taki's Decameron,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-21,False,62698,0.0,0.0,5.713807489017977,100,Hobbyist,面影桥花见同好会,面影桥花见同好会,https://store.steampowered.com/app/3269960
12405,Shikhondo: Youkai Rampage,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-17,False,653,14.99,7994.0,1.5068406626591195,86,Indie,"CFK Co., Ltd.",DeerFarm,https://store.steampowered.com/app/2712480
12406,Shin Megami Tensei V: Vengeance,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-06-13,False,230825,59.99,11026319.0,35.50544056711442,93,AAA,SEGA,ATLUS,https://store.steampowered.com/app/1875830
12407,Shin chan: Shiro and the Coal Town,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-10-23,False,13351,29.99,332317.0,11.841278319557604,93,Indie,Neos Corporation,"h.a.n.d., Inc.",https://store.steampowered.com/app/2699820
12408,Shinehill,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2024-09-18,True,2078,10.99,18927.0,6.992570908936943,95,Indie,Peach Bite,Peach Bite,https://store.steampowered.com/app/1889890
12409,Shining Girls,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-22,False,113,0.99,70.0,0.2095238095238095,86,Indie,CggtGroup,CggtGroup,https://store.steampowered.com/app/2854050
12410,Shinobi Saga,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-06-19,False,23,5.99,113.0,0.8824403786339107,100,Hobbyist,IslandWare,IslandWare,https://store.steampowered.com/app/2694230
12411,Ship Of Mist,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-12-10,False,228,5.99,3050.0,2.458985079548765,85,Hobbyist,Tino Technology,Tino Technology,https://store.steampowered.com/app/3343390
12412,Ship Regulus,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2024-05-17,False,210,7.99,1158.0,2.6230263321357965,64,Hobbyist,cuidong,cuidong,https://store.steampowered.com/app/2567060
12413,Ship's Cat,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-27,False,377,4.99,1482.0,1.752083936144906,77,Hobbyist,Caddy Computing,Caddy Computing,https://store.steampowered.com/app/2595040
12414,ShipOS 1994,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2024-10-27,False,8,12.99,58.0,4.936634222441666,100,Hobbyist,Border Collie Games,Border Collie Games,https://store.steampowered.com/app/3060400
12415,Ships At Sea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-05-23,True,62147,24.99,1343442.0,10.205458477248763,69,Indie,Misc Games,Misc Games,https://store.steampowered.com/app/1266540
12416,Shipwrecked 64,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2024-01-01,False,29812,7.99,229684.0,11.382353479379695,0,Indie,Cogware Games,"Squeaks D'Corgeh,Cogware Games",https://store.steampowered.com/app/2160220
12417,Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-12-11,False,13179,39.99,474325.0,31.98717897911332,95,AA,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",https://store.steampowered.com/app/2178480
12418,Shivering Stone,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-05,False,125,4.99,468.0,1.0930362546311827,82,Indie,Eastasiasoft Limited,"doublemizzlee,Eastasiasoft Limited",https://store.steampowered.com/app/2480180
12419,Shizuku: Japanese myth,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-28,True,81,13.99,853.0,0.7708102198809279,100,Hobbyist,RabbitlyEntertainment,RabbitlyEntertainment,https://store.steampowered.com/app/1216940
12420,Shockwaves,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-02-23,False,47,2.99,106.0,3.2511605279090525,100,Hobbyist,Qualia Interactive,Steags,https://store.steampowered.com/app/2824500
12421,Shogi,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2024-09-22,False,99,7.99,598.0,3.544112886665413,82,Hobbyist,Popoko VM Games,Popoko VM Games,https://store.steampowered.com/app/3041100
12422,Shogun Curse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-05-17,False,412,9.99,3441.0,7.721089250293209,78,Indie,Oh Baby Games,Oh Baby Games,https://store.steampowered.com/app/2800170
12423,Shoko,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-12,False,27,0.99,24.0,0.5354107835675469,100,Hobbyist,Sporekid,Sporekid,https://store.steampowered.com/app/2890180
12424,Shokudo Underworld,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-15,False,5722,5.99,26013.0,3.1732755782779067,87,Indie,Miluku Inc.,Miluku Inc.,https://store.steampowered.com/app/3050530
12425,Shoomer Booter,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-20,True,49,4.99,202.0,0.9778678577445924,71,Hobbyist,Tommy Gun Walrus Studio,Tommy Gun Walrus,https://store.steampowered.com/app/2779730
12426,Shoot & Sow,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-02-29,True,62,4.99,262.0,18.475256567137315,100,Hobbyist,Taskaev Iurii,Taskaev Iurii,https://store.steampowered.com/app/2542080
12427,Shoot Giant Robots and Wallrun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-08,False,44,4.99,96.0,3.2637943248322814,100,Hobbyist,Gurj,Gurj,https://store.steampowered.com/app/2862400
12428,Shoot Star,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-06,False,30,4.99,134.0,5.921751560606889,100,Hobbyist,natamigame,natamigame,https://store.steampowered.com/app/2949840
12429,Shoot The Barrel - BING BANG BOOM,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-03-26,True,51,14.99,168.0,0.4166666666666667,67,Hobbyist,Shoot The Barrel,Shoot The Barrel,https://store.steampowered.com/app/2879520
12430,Shoot To Pleasure,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2024-05-16,False,1,1.99,1.0,0.0,0,Hobbyist,STP   games,STP   games,https://store.steampowered.com/app/2952020
12431,Shoot on Sight,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024-08-12,False,1548,0.0,102.0,3.5835409333487767,67,Indie,indie.io,Aroko Game Studio,https://store.steampowered.com/app/1204040
12432,Shoot or Die,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-19,False,34,0.0,0.0,9.406511358150604,100,Hobbyist,Loen Interactive,Loen Interactive,https://store.steampowered.com/app/2951560
12433,Shoot the Robots VR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-29,False,10,7.99,71.0,0.5855957707193109,57,Hobbyist,Martysh Oleksandr,Martysh Oleksandr,https://store.steampowered.com/app/2699100
12434,Shoot to Shoot,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2024-07-15,False,15,3.99,121.0,0.0,0,Hobbyist,Alan,Alan,https://store.steampowered.com/app/2643620
12435,Shooter for Dummies,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2024-01-09,False,1,0.99,0.0,0.0,0,Hobbyist,Ferran GD QuickGgames,Ferran GD QuickGames,https://store.steampowered.com/app/1680390
12436,Shooting Aircraft,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-28,False,15,0.99,6.0,0.0,100,Hobbyist,zjf,zjf,https://store.steampowered.com/app/3270780
12437,Shooting Donut,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-20,False,9,2.99,32.0,0.6125052888009924,67,Hobbyist,Golden Pick Games,Golden Pick Games,https://store.steampowered.com/app/2723200
12438,Shop Legends,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2024-02-03,False,5342,0.0,168424.0,187.7257885236553,47,Indie,Cloudcade,Cloudcade,https://store.steampowered.com/app/982300
12439,Shop Manager Simulator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-10-04,False,132,5.99,640.0,0.6879261998364319,33,Hobbyist,Next Dimension Lab,Next Dimension Lab,https://store.steampowered.com/app/3174140
12440,Shop Simulator: Pet Shop,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2024-10-25,False,304,9.99,2427.0,4.638566097529352,94,Indie,Three River Games (3RG),Three River Games (3RG),https://store.steampowered.com/app/3194510
12441,Shop Simulator: Supermarket,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2024-10-25,False,3106,9.99,21200.0,8.438798527864519,84,Indie,Three River Games (3RG),Three River Games (3RG),https://store.steampowered.com/app/2886550
12442,Shopping Simulator,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-05-30,True,14,4.99,78.0,1.8468764939454765,100,Hobbyist,FunGames Publishing,"The Nick Of Time,FunGames Development",https://store.steampowered.com/app/2948420
12443,Shore Doodle,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-08-20,False,92,1.99,131.0,1.3820161272399891,100,Indie,Nestopi Inc.,Nestopi Inc.,https://store.steampowered.com/app/2961840
12444,Short Adventure,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-07-12,False,86,0.0,0.0,4.863215719299959,100,Hobbyist,"Warren Preston,supernerdyguy","Warren Preston,supernerdyguy",https://store.steampowered.com/app/3031020
12445,Short Haired Girls,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-14,False,39,1.99,51.0,0.4914702425486073,100,Indie,IR Studio,IR Studio,https://store.steampowered.com/app/2643480
12446,Short Memories,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-21,False,562,0.0,0.0,0.5281099612085031,97,Hobbyist,Guillaume Pauli,Guillaume Pauli,https://store.steampowered.com/app/3189110
12447,Shortage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-11-17,False,1,139.99,125.0,0.0,0,Hobbyist,lin xiaobin,lin xiaobin,https://store.steampowered.com/app/3317430
12448,Shotengai 10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-05-30,False,490,3.99,1714.0,3.845879500373505,90,Hobbyist,Chiara Games,Chiara Games,https://store.steampowered.com/app/2793980
12449,Shotgun Chicken,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-04,False,87,3.99,300.0,4.02172669415794,100,Hobbyist,DoughnutDev,DoughnutDev,https://store.steampowered.com/app/2744640
12450,Shouldermen,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-20,True,21,9.99,143.0,1.1329901382235832,80,Hobbyist,FCF Studios,Outdoor Devs,https://store.steampowered.com/app/2671050
12451,Shoulders of Giants: Ultimate,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2024-08-12,False,3726,19.99,59606.0,7.824131658145396,86,Indie,Moving Pieces Interactive,Moving Pieces Interactive,https://store.steampowered.com/app/2283880
12452,Shout Seven,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2024-05-10,False,30,1.99,78.0,1.4740246051882344,100,Hobbyist,DotC Studios,"DotC Studios,Marric Games",https://store.steampowered.com/app/2928750
12453,Shovel Pirate,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-14,False,398,2.99,1025.0,1.4809422397048433,93,Hobbyist,Neutronized,Neutronized,https://store.steampowered.com/app/2796650
12454,Show Me How To Live,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-10,False,17,0.99,45.0,4.131995411364503,100,Hobbyist,Moreyra Santiago,Moreyra Santiago,https://store.steampowered.com/app/2951920
12455,Shred Off,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-04-10,False,1218,0.0,0.0,9.160367124465678,77,Hobbyist,Breda University of Applied Sciences,fromthetop,https://store.steampowered.com/app/2707400
12456,Shred The Undead,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024-03-14,False,65,9.99,980.0,3.645249775213103,100,Hobbyist,Citizens' Loft Interactive LLC,Citizens' Loft Interactive LLC,https://store.steampowered.com/app/2484270
12457,Shrimp,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-01,False,168071,0.0,0.0,18.16877650091971,61,Hobbyist,VuVuu,VuVuu,https://store.steampowered.com/app/3054490
12458,Shrimp.io,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-02-12,False,45362,0.0,0.0,6.723497534998477,0,Hobbyist,VuVuu,VuVuu,https://store.steampowered.com/app/2782530
12459,Shrimpwrecked,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-08,False,1,2.99,2.0,0.0,0,Hobbyist,adeios games,adeios games,https://store.steampowered.com/app/2920110
12460,Shrineflow,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024-06-13,False,740,0.0,0.0,1.2109917257867482,38,Hobbyist,BYU Center for Animation,BYU Animation – Class of 2024,https://store.steampowered.com/app/2888340
12461,Shrot,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-06-20,False,1287,9.99,9079.0,3.237431128741549,88,Indie,Spytihněv,Spytihněv,https://store.steampowered.com/app/2630920
12462,Shuffled Sky,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2024-11-16,True,15,17.99,218.0,8.921294245838126,100,Hobbyist,Voided Sun,Voided Sun,https://store.steampowered.com/app/2701310
